\Б1.О.01\&\Современные проблемы прикладной математики и информатики\&\Семёнов И. В.\&\Семёнов И. В.\&\УК- 1; ОПК - 2; ПК — 2\
\Б1.О.02\&\Иностранный язык\&\Тимофеев А. В.\&\Тимофеев А. В.\&\УК - 4; УК - 5\
\Б1.О.03\&\Современные компьютерные технологии\&\Лазарев В. В. \&\Лазарев В. В. \&\УК- 1; ОПК - 4; УКЦ-1; УКЦ-2\
\Б1.О.04\&\Метод конечных элементов\&\Сидоров М. Л.\&\Сидоров М. Л.\&\УК - 3; УК - 6; ПК - 5; ПК - 6; ПК - 7\
\Б1.О.05\&\Основы математической теории переноса\&\Гичук А. В. \&\Гичук А. В. \&\ОПК - 1; ОПК - 2; ПК - 5\
\Б1.О.06\&\Обобщенные функции\&\Лутиков И. В. \&\Лутиков И. В. \&\ОПК - 1; ОПК - 3; ПК - 5\
\Б1.О.07\&\Численные методы газовой динамики\&\Наумов А. О.\&\Наумов А. О.\&\ОПК - 1; ОПК - 3; ПК - 1; ПК - 6; ПК - 7; ПК - 8\
\Б1.О.08\&\Методы аппроксимации задач математической физики на нерегулярных сетках\&\Сидоров М. Л.\&\Сидоров М. Л.\&\ОПК - 1; ПК - 5\
\Б1.О.09\&\Методы интегральных преобразований\&\Тихонов А. В. \&\Тихонов А. В. \&\ОПК - 1; ОПК - 3; ПК - 5; ПК - 10\
\Б1.В.01\&\Разностные схемы решения многомерных уравнений механики сплошной среды в эйлеровых переменных\&\Янилкин Ю. В.\&\Янилкин Ю. В.\&\ПК - 9; ПК - 10; ПК-7.1; ПК-7.2\
\Б1.В.02\&\Математическое моделирование задач механики сплошных сред на высокопроизводительных ЭВМ\&\Городничев А. В. \&\Городничев А. В. \&\ПК - 9; ПК - 10; ПК-7.1; ПК-7.2\
\Б1.В.ДВ.01.01\&\Методы распараллеливания задач математической физики на многопроцессорных ЭВМ\&\Воропинов А. А. \&\Воропинов А. А. \&\ПК - 2; ПК - 3; ПК - 10\
\Б1.В.ДВ.01.02\&\Высокопроизводительные вычисления\&\Воропинов А. А. \&\Воропинов А. А. \&\ПК - 2; ПК - 3; ПК - 10\
\Б1.В.ДВ.02.01\&\Численные методы теории переноса\&\Гичук А. В. \&\Гичук А. В. \&\ПК - 1; ПК - 6; ПК - 7\
\Б1.В.ДВ.02.02\&\Решение уравнения переноса методом Монте-Карло\&\Гичук А. В. \&\Гичук А. В. \&\ПК - 1; ПК - 6; ПК - 7\
\Б2.О.01(У)\&\Научно-исследовательская работа\&\Семёнов И. В.\&\Кидямкина Д. Н.\&\УК- 1; УК - 3; УК - 4; УК - 5; УК - 6; ОПК - 1; ОПК - 2; ОПК - 3; ОПК - 4\
\Б2.В.01(П)\&\Научно-исследовательская работа\&\Семёнов И. В.\&\Кидямкина Д. Н.\&\УК- 1; УК - 2; УК - 3; УК - 4; УК - 5; УК - 6; ПК - 1; ПК - 2; ПК - 3; ПК - 4; ПК - 5; ПК - 6; ПК - 7; ПК - 8; ПК - 9; ПК - 10\
\Б2.В.02(П)\&\Научно-исследовательская работа\&\Семёнов И. В.\&\Кидямкина Д. Н.\&\УК- 1; УК - 2; УК - 3; УК - 4; УК - 5; УК - 6; ОПК - 4; ПК - 1; ПК - 2; ПК - 3; ПК - 4; ПК - 5; ПК - 6; ПК - 7; ПК - 8; ПК - 9; ПК - 10; ПК-7.1; ПК-7.2\
\Б2.В.03(П)\&\Преддипломная практика\&\Семёнов И. В.\&\Кидямкина Д. Н.\&\УК- 1; УК - 2; УК - 3; УК - 4; УК - 5; УК - 6; ПК - 1; ПК - 2; ПК - 3; ПК - 4; ПК - 5; ПК - 6; ПК - 7; ПК - 8; ПК - 9; ПК - 10; ПК-7.1; ПК-7.2; УКЦ-1; УКЦ-2\
\Б3.01\&\Государственная итоговая аттестация\&\Вронский М. А.\&\Вронский М. А.\&\УК- 1; УК - 2; УК - 3; УК - 4; УК - 5; УК - 6; ОПК - 1; ОПК - 2; ОПК - 3; ОПК - 4; ПК - 1; ПК - 2; ПК - 3; ПК - 4; ПК - 5; ПК - 6; ПК - 7; ПК - 8; ПК - 9; ПК - 10; ПК-7.1; ПК-7.2; УКЦ-1; УКЦ-2\
